,_BatchID,BatchName,BatchPath,ConfigID,Shift,Cell_Name,TestTypeID,LastInsertedRow,StartTime,Heads,BatteryTypeID,BodyTypeID,DomeTypeID,PCATypeID,PCBTypeID,PlacementContractorID,EmployeID,OpticsTypeID,Versions,LotNumber,SubLot,TestID,Capsule_Number,Initial_Capsule_Id_HEX,Capsule_Id_HEX,Test_Counter,ERROR_Code_Number,Capsule_Id,PASS_FAILED,Start_Time,End_time,Test_Time_min,Date,History,Remark,Blister_Id,Fail_Tray,Fail_capsule_position,ERROR_Code_Description,WTC,CQC_num,Capsule_Counter,TP_Cell_Name,DomeCaseGap,LaserPower,StitchArea,MinStitchWidth,LeakTest,year,quarter,week,month,dayweek,DomeCaseGap_spc_orig,LaserPower_spc_orig,MinStitchWidth_spc_orig,StitchArea_spc_orig,LeakTest_spc_orig,DomeCaseGap_spc,LaserPower_spc,MinStitchWidth_spc,StitchArea_spc,LeakTest_spc,BatchId,DomeCaseGap_limit,LaserPower_limit,MinStitchWidth_limit,StitchArea_limit,LeakTest_limit
10,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940042.0,,,,277250.0,,,Pass      ,06:21:39 AM,06:21:58 AM,00:18,01/06/2023,,,,,0,,,,,11.0,0.098,,101.387,,,2023,2,22,6,5,0.098,,,101.387,,0.0784:0.1176,:,:,81.1096:121.664,:,952417.0,:0.25,,,70:,
11,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940045.0,,,,277251.0,-185;-181;,,Fail      ,06:22:05 AM,06:22:25 AM,00:20,01/06/2023,,,,,0,BiggestNeighborhoodGroup4 - Biggest Neighborhood of dirts that fit group4;NumOfDotsInGroup4 - number of dirt blobs that fit group4;,,,,11.0,0.116,,115.146,,,2023,2,22,6,5,0.116,,,115.146,,0.0928:0.1392,:,:,92.1168:138.175,:,952417.0,:0.25,,,70:,
12,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940048.0,,,,277252.0,,,Pass      ,06:22:32 AM,06:22:50 AM,00:18,01/06/2023,,,,,0,,,,,11.0,0.164,,117.664,,,2023,2,22,6,5,0.164,,,117.664,,0.1312:0.1968,:,:,94.1312:141.197,:,952417.0,:0.25,,,70:,
13,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940051.0,,,,277253.0,,,Pass      ,06:22:58 AM,06:23:16 AM,00:18,01/06/2023,,,,,0,,,,,11.0,0.173,,112.504,,,2023,2,22,6,5,0.173,,,112.504,,0.1384:0.2076,:,:,90.0032:135.005,:,952417.0,:0.25,,,70:,
14,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940054.0,,,,277254.0,,,Pass      ,06:23:23 AM,06:23:41 AM,00:17,01/06/2023,,,,,0,,,,,11.0,0.142,,101.723,,,2023,2,22,6,5,0.142,,,101.723,,0.1136:0.1704,:,:,81.3784:122.068,:,952417.0,:0.25,,,70:,
15,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940057.0,,,,277255.0,,,Pass      ,06:23:48 AM,06:24:05 AM,00:17,01/06/2023,,,,,0,,,,,11.0,0.147,,105.186,,,2023,2,22,6,5,0.147,,,105.186,,0.1176:0.1764,:,:,84.1488:126.223,:,952417.0,:0.25,,,70:,
16,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940060.0,,,,277256.0,,,Pass      ,06:24:12 AM,06:24:31 AM,00:18,01/06/2023,,,,,0,,,,,11.0,0.164,,117.601,,,2023,2,22,6,5,0.164,,,117.601,,0.1312:0.1968,:,:,94.0808:141.121,:,952417.0,:0.25,,,70:,
17,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940062.0,,,,277257.0,,,Pass      ,06:24:38 AM,06:24:56 AM,00:18,01/06/2023,,,,,0,,,,,11.0,0.182,,114.61,,,2023,2,22,6,5,0.182,,,114.61,,0.1456:0.2184,:,:,91.688:137.532,:,952417.0,:0.25,,,70:,
18,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940066.0,,,,626542.0,,,Pass      ,06:26:41 AM,06:27:14 AM,00:32,01/06/2023,,,,,0,,,,,12.0,0.129,,99.857,,,2023,2,22,6,5,0.129,,,99.857,,0.1032:0.1548,:,:,79.8856:119.828,:,952417.0,:0.25,,,70:,
19,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940069.0,,,,626543.0,,,Pass      ,06:27:21 AM,06:27:40 AM,00:18,01/06/2023,,,,,0,,,,,12.0,0.16,,102.971,,,2023,2,22,6,5,0.16,,,102.971,,0.128:0.192,:,:,82.3768:123.565,:,952417.0,:0.25,,,70:,
20,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940072.0,,,,626544.0,,,Pass      ,06:27:48 AM,06:28:07 AM,00:18,01/06/2023,,,,,0,,,,,12.0,0.111,,99.707,,,2023,2,22,6,5,0.111,,,99.707,,0.0888:0.1332,:,:,79.7656:119.648,:,952417.0,:0.25,,,70:,
21,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940075.0,,,,626545.0,,,Pass      ,06:28:14 AM,06:28:33 AM,00:18,01/06/2023,,,,,0,,,,,12.0,0.2,,106.582,,,2023,2,22,6,5,0.2,,,106.582,,0.16:0.24,:,:,85.2656:127.898,:,952417.0,:0.25,,,70:,
22,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940078.0,,,,626546.0,,,Pass      ,06:28:40 AM,06:28:58 AM,00:17,01/06/2023,,,,,0,,,,,12.0,0.156,,95.206,,,2023,2,22,6,5,0.156,,,95.206,,0.1248:0.1872,:,:,76.1648:114.247,:,952417.0,:0.25,,,70:,
23,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940081.0,,,,626547.0,,,Pass      ,06:29:05 AM,06:29:21 AM,00:16,01/06/2023,,,,,0,,,,,12.0,0.107,,103.336,,,2023,2,22,6,5,0.107,,,103.336,,0.0856:0.1284,:,:,82.6688:124.003,:,952417.0,:0.25,,,70:,
24,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940084.0,,,,626548.0,,,Pass      ,06:29:29 AM,06:29:47 AM,00:18,01/06/2023,,,,,0,,,,,12.0,0.16,,109.693,,,2023,2,22,6,5,0.16,,,109.693,,0.128:0.192,:,:,87.7544:131.632,:,952417.0,:0.25,,,70:,
25,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940087.0,,,,626549.0,,,Pass      ,06:29:55 AM,06:30:13 AM,00:18,01/06/2023,,,,,0,,,,,12.0,0.173,,109.568,,,2023,2,22,6,5,0.173,,,109.568,,0.1384:0.2076,:,:,87.6544:131.482,:,952417.0,:0.25,,,70:,
26,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940090.0,,,,626550.0,,,Pass      ,06:30:20 AM,06:30:38 AM,00:17,01/06/2023,,,,,0,,,,,12.0,0.089,,108.037,,,2023,2,22,6,5,0.089,,,108.037,,0.0712:0.1068,:,:,86.4296:129.644,:,952417.0,:0.25,,,70:,
27,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940093.0,,,,626551.0,,,Pass      ,06:30:45 AM,06:31:03 AM,00:17,01/06/2023,,,,,0,,,,,12.0,0.093,,108.684,,,2023,2,22,6,5,0.093,,,108.684,,0.0744:0.1116,:,:,86.9472:130.421,:,952417.0,:0.25,,,70:,
28,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940096.0,,,,626552.0,,,Pass      ,06:31:11 AM,06:31:29 AM,00:18,01/06/2023,,,,,0,,,,,12.0,0.178,,112.89,,,2023,2,22,6,5,0.178,,,112.89,,0.1424:0.2136,:,:,90.312:135.468,:,952417.0,:0.25,,,70:,
29,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940099.0,,,,626553.0,,,Pass      ,06:31:37 AM,06:31:55 AM,00:17,01/06/2023,,,,,0,,,,,12.0,0.169,,110.237,,,2023,2,22,6,5,0.169,,,110.237,,0.1352:0.2028,:,:,88.1896:132.284,:,952417.0,:0.25,,,70:,
30,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940102.0,,,,626554.0,-185;-181;,,Fail      ,06:32:02 AM,06:32:22 AM,00:19,01/06/2023,,,,,0,BiggestNeighborhoodGroup4 - Biggest Neighborhood of dirts that fit group4;NumOfDotsInGroup4 - number of dirt blobs that fit group4;,,,,12.0,0.173,,94.355,,,2023,2,22,6,5,0.173,,,94.355,,0.1384:0.2076,:,:,75.484:113.226,:,952417.0,:0.25,,,70:,
31,952417.0,230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_,\\matrix\cqcbackup2023\SB3_SealingCell\SB3\230531_SB3-AFR-S_SealingCell_TEST_60051S_MX_23_FJ_220525_2330453601B_FJ_210922_\,917,S1,,1,,2023-06-01 06:18:30.817,1,,,,,,,178.0,,"2.6.0.6::1.0.1.2::12/18/2019::11.9999::14.00::0.3,0.2,0.2,0.3,0.2,0.4::2.0.0.6:SP9",60051S,,30940105.0,,,,626555.0,,,Pass      ,06:32:29 AM,06:32:47 AM,00:17,01/06/2023,,,,,0,,,,,12.0,0.227,,97.884,,,2023,2,22,6,5,0.227,,,97.884,,0.1816:0.2724,:,:,78.3072:117.461,:,952417.0,:0.25,,,70:,
